state,district,rain_gfs_mm,imd_mean_mm,bias_factor,rain_gfs_bc_mm,rain_icon_mm,alert_gfs_bc,alert_icon,date,cycle_utc
Jharkhand,Pakur,1.4375,3.753063220153116,2.6108265879326025,3.753063220153116,0.0,NO ALERT,NO ALERT,20260320,06
Jharkhand,Palamu,1.2232142686843872,3.6946009661907553,3.0,3.6696428060531616,0.0,NO ALERT,NO ALERT,20260320,06
Jharkhand,Pashchim Singhbhum,4.2734375,4.9417450829472855,1.1563864179474452,4.9417450829472855,0.0,NO ALERT,NO ALERT,20260320,06
Jharkhand,Purba Singhbhum,0.7500000009313226,5.9425169343287,3.0,2.2500000027939677,0.0,NO ALERT,NO ALERT,20260320,06
Jharkhand,Ranchi,4.494318168610334,5.027724408596791,1.1186845746062053,5.027724408596791,0.0,NO ALERT,NO ALERT,20260320,06
Jharkhand,Sahibganj,1.874999973922968,4.044751788381844,2.157200983805463,4.044751788381844,0.0,NO ALERT,NO ALERT,20260320,06
Jharkhand,Saraikela Kharsawan,2.375000072643161,5.733616504250052,2.4141542437382135,5.733616504250052,0.0,NO ALERT,NO ALERT,20260320,06
Jharkhand,Simdega,4.3203125,4.722004674285753,1.092977573794894,4.722004674285753,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Bagalkot,0.0,2.319289345765767,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Bangalore Rural,0.008928571827709675,2.1884747372885505,1.0,0.008928571827709675,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Bangalore Urban,0.109375,2.474732405360635,3.0,0.328125,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Belgaum,0.0,2.556751311296037,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Bellary,0.0,2.2268001976004275,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Bidar,0.013888888992369175,3.882271862281784,1.0,0.013888888992369175,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Bijapur,0.0,2.7813795239199863,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Chamrajnagar,0.03125,2.249279313201093,1.0,0.03125,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Chikmagalur,0.0,4.768645332863886,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Chitradurga,0.0,1.8952326569172693,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Dakshin Kannad,0.0,12.874028079007587,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Davanagere,0.0,2.309611436012775,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Dharwad,0.0,2.4117541399567504,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Gadag,0.0,2.455198157458783,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Gulbarga,0.008928571827709675,3.212315544752381,1.0,0.008928571827709675,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Hassan,0.0,2.7558190115388124,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Haveri,0.0,2.1994116749257255,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Kodagu,0.078125,4.04941120376836,1.0,0.078125,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Kolar,0.05681818351149559,2.571202077977313,1.0,0.05681818351149559,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Koppal,0.0,2.4781246175767158,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Mandya,0.0625,3.0783494458036267,1.0,0.0625,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Mysore,0.0546875,2.2915660281576318,1.0,0.0546875,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Raichur,0.0,2.6592495039394595,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Shimoga,0.0,6.5878155576893285,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Tumkur,0.0,2.168850454328069,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Udupi,0.0,14.528715578466654,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Karnataka,Uttar Kannand,0.0,7.687415564985057,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Kerala,Alappuzha,0.0,9.130161097074208,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Kerala,Ernakulam,0.0,10.186864899134594,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Kerala,Idukki,0.15000000316649675,7.290472703204579,3.0,0.45000000949949026,0.0,NO ALERT,NO ALERT,20260320,06
Kerala,Kannur,0.015625,10.566954582174347,1.0,0.015625,0.0,NO ALERT,NO ALERT,20260320,06
Kerala,Kasaragod,0.0,13.983345633411789,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Kerala,Kollam,0.125,7.2060114334605325,3.0,0.375,0.0,NO ALERT,NO ALERT,20260320,06
Kerala,Kottayam,0.0,10.834715970110608,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Kerala,Kozhikode,0.0,9.77419865513093,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Kerala,Malappuram,0.0,7.624092894494534,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Kerala,Palakkad,0.010416666977107525,6.467555750474402,1.0,0.010416666977107525,0.0,NO ALERT,NO ALERT,20260320,06
Kerala,Pattanamtitta,0.3958333432674408,5.576750694501073,3.0,1.1875000298023224,0.0,NO ALERT,NO ALERT,20260320,06
Kerala,Thiruvananthapuram,0.645833333954215,5.379081669810428,3.0,1.9375000018626451,0.0,NO ALERT,NO ALERT,20260320,06
Kerala,Thrissur,0.0,9.53189960109861,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Kerala,Wayanad,0.03125,5.060368582616522,1.0,0.03125,0.0,NO ALERT,NO ALERT,20260320,06
Lakshadweep,Kavaratti,0.0,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Anuppur,4.34375,3.339881654757343,0.7688936183614027,3.339881654757343,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Ashoknagar,0.08333333488553762,4.194420456246698,1.0,0.08333333488553762,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Balaghat,1.2115384573116899,3.8944276737824506,3.0,3.6346153719350696,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Barwani,0.0390625,2.6780908407362767,1.0,0.0390625,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Betul,0.12109375,3.04709852689571,3.0,0.36328125,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Bhind,14.750000204890966,2.672221248120128,0.3,4.42500006146729,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Bhopal,0.08749999850988388,3.5732357434663053,1.0,0.08749999850988388,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Burhanpur,0.02083333395421505,2.7952609926530214,1.0,0.02083333395421505,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Chhatarpur,4.475961607415229,3.6884301831932036,0.8240531324224634,3.6884301831932036,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Chhindwara,0.7583333253860474,3.2933654544451465,3.0,2.274999976158142,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Damoh,3.9124999791383743,3.2008844032863233,0.8181174237325451,3.2008844032863233,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Datia,2.6874999403953552,2.4280065264671906,0.9034443089550391,2.4280065264671906,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Dewas,0.027777778450399637,3.2608147782799497,1.0,0.027777778450399637,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Dhar,0.0,2.6995086341576737,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Dindori,1.6339285597205162,3.3649828720378547,2.05944308398247,3.3649828720378547,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,East Nimar,0.05000000074505806,2.750688711539523,1.0,0.05000000074505806,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Guna,0.1319444477558136,4.3769089363844245,3.0,0.3958333432674408,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Gwalior,4.875000137835741,3.426436588748444,0.7028587675629507,3.426436588748444,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Harda,0.0,3.70366213634338,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Hoshangabad,0.12500000186264515,4.7215348838716515,3.0,0.37500000558793545,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Indore,0.0,2.8145666357180845,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Jabalpur,1.2708333358168602,3.587099837562809,2.8226359322382035,3.587099837562809,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Jhabua,0.0,3.2909764208389474,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Katni,3.9097221195697784,3.462545640102079,0.8856244853747032,3.462545640102079,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Mandla,0.8671875,4.256153364267761,3.0,2.6015625,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Mandsaur,0.04166666837409139,3.002173878842202,1.0,0.04166666837409139,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Morena,9.169642755761743,2.8196493521157775,0.3074982774376953,2.8196493521157775,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Narsinghpur,1.152777761220932,4.068912805013551,3.0,3.458333283662796,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Neemuch,0.0416666679084301,3.490980359180469,1.0,0.0416666679084301,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Panna,5.673610966652632,3.132913968511368,0.5521904809697857,3.132913968511368,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Raisen,0.34375,4.433894129675817,3.0,1.03125,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Rajgarh,0.008928571827709675,4.1250391511534525,1.0,0.008928571827709675,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Ratlam,0.015625,3.8331055259306543,1.0,0.015625,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Rewa,3.680555582046509,3.295972079963989,0.8955093888655041,3.295972079963989,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Sagar,1.6041666865348816,3.4330260527827967,2.1400681622421582,3.4330260527827963,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Satna,7.374999970197678,3.2837150256370995,0.44524949680089065,3.2837150256370995,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Sehore,0.0625,3.541563743439643,1.0,0.0625,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Seoni,0.6298077013343573,4.119440837414863,3.0,1.8894231040030718,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Shahdol,2.307291590142995,3.519315918982369,1.5253017581381028,3.519315918982369,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Shajapur,0.0,2.8721319489876924,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Sheopur,11.3984375,4.173488444551723,0.36614566203058296,4.173488444551723,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Shivpuri,1.87109375,4.162196451040265,2.2244724247730856,4.162196451040265,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Sidhi,9.2734375,3.885827774703758,0.4190277634052915,3.885827774703758,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Tikamgarh,4.303571395576,3.821677561139291,0.8880246683180187,3.821677561139291,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Ujjain,0.0,2.717961462466101,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Umaria,1.2812499953433871,3.640450043979709,2.8413268739205217,3.640450043979709,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,Vidisha,0.15972222201526165,3.529727347542162,3.0,0.47916666604578495,0.0,NO ALERT,NO ALERT,20260320,06
Madhya Pradesh,West Nimar,0.04374999925494194,2.452248483612521,1.0,0.04374999925494194,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Ahmednagar,0.0,2.4622851239443215,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Akola,0.046875,2.5808879557129454,1.0,0.046875,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Amravati,0.1015625,2.6923492406609735,3.0,0.3046875,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Aurangabad,0.0,2.4428972416857606,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Bhandara,1.1770833134651184,3.383897095228031,2.8748152798687254,3.383897095228031,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Bid,0.0,2.9112995022290376,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Buldana,0.07692307978868484,2.713590246316505,1.0,0.07692307978868484,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Chandrapur,0.8839285597205162,4.515371478249824,3.0,2.6517856791615486,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Dhule,0.0069444444961845875,2.5516881897342443,1.0,0.0069444444961845875,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Garhchiroli,1.5843749642372131,4.928296076328787,3.0,4.753124892711639,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Gondiya,1.6015625,4.20488933290878,2.6254918761576773,4.20488933290878,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Greater Bombay,0.0,5.809805716063878,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Hingoli,0.02083333395421505,2.4958754725788284,1.0,0.02083333395421505,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Jalgaon,0.004166666883975267,2.218459469364386,1.0,0.004166666883975267,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Jalna,0.03750000149011612,2.4445639230474216,1.0,0.03750000149011612,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Kolhapur,0.0,4.567391258514454,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Latur,0.0069444444961845875,3.8130037227948868,1.0,0.0069444444961845875,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Nagpur,0.7999999858438969,3.4959625921456237,3.0,2.3999999575316906,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Nanded,0.05000000074505806,3.9300031745284114,1.0,0.05000000074505806,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Nandurbar,0.0,2.698678259910203,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Nashik,0.0,3.259374467192518,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Osmanabad,0.0,3.519422790742158,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Parbhani,0.0,3.2230870524844897,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Pune,0.0,2.837849626928117,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Raigarh,0.0,11.745564132497917,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Ratnagiri,0.0,11.590113290838183,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Sangli,0.0,2.2771947395719896,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Satara,0.0,1.9291288701217775,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Sindhudurg,0.0,12.04361321639434,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Solapur,0.0,2.202511887523019,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Thane,0.0052083334885537624,9.761147001620433,1.0,0.0052083334885537624,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Wardha,0.2946428507566452,3.399507241102697,3.0,0.8839285522699356,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Washim,0.062499999068677425,3.0900792380718336,1.0,0.062499999068677425,0.0,NO ALERT,NO ALERT,20260320,06
Maharashtra,Yavatmal,0.04062499850988388,3.476132026412716,1.0,0.04062499850988388,0.0,NO ALERT,NO ALERT,20260320,06
Manipur,Bishnupur,5.25,3.4549066149208643,0.658077450461117,3.4549066149208643,0.0,NO ALERT,NO ALERT,20260320,06
Manipur,Chandel,1.546875,3.550716427927964,2.295412640276664,3.5507164279279646,0.0,NO ALERT,NO ALERT,20260320,06
Manipur,Churachandpur,8.864583337679505,3.2887236710450694,0.37099585460109885,3.2887236710450694,0.0,NO ALERT,NO ALERT,20260320,06
Manipur,East Imphal,2.4375,3.9447401695463755,1.6183549413523592,3.9447401695463755,0.0,NO ALERT,NO ALERT,20260320,06
Manipur,Senapati,7.062500034458935,4.207041274762317,0.5956872572368946,4.207041274762317,0.0,NO ALERT,NO ALERT,20260320,06
Manipur,Tamenglong,11.843750158324838,4.0117331283413655,0.3387215260971681,4.0117331283413655,0.0,NO ALERT,NO ALERT,20260320,06
Manipur,Thoubal,2.375,3.5982930655144667,1.515070764427144,3.5982930655144667,0.0,NO ALERT,NO ALERT,20260320,06
Manipur,Ukhrul,3.958333283662796,4.23019389530227,1.0686805764339053,4.23019389530227,0.0,NO ALERT,NO ALERT,20260320,06
Manipur,West Imphal,0.0,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Meghalaya,East Garo Hills,9.15625,6.522400891444046,0.7123441246628309,6.522400891444046,0.0,NO ALERT,NO ALERT,20260320,06
Meghalaya,East Khasi Hills,8.046875,9.036706911027432,1.1230082374869041,9.036706911027432,0.0,NO ALERT,NO ALERT,20260320,06
Meghalaya,Jaintia Hills,24.24999964237213,4.654131050261596,0.3,7.274999892711639,0.0,NO ALERT,NO ALERT,20260320,06
Meghalaya,Ri-Bhoi,4.83333333581686,3.762665753964692,0.7784825693857882,3.762665753964692,0.0,NO ALERT,NO ALERT,20260320,06
Meghalaya,South Garo Hills,7.062499955296516,11.48625354972332,1.6263721943260634,11.48625354972332,0.0,MODERATE,NO ALERT,20260320,06
Meghalaya,West Garo Hills,11.187500178813934,8.906138339169221,0.7960793918944477,8.906138339169221,0.0,NO ALERT,NO ALERT,20260320,06
Meghalaya,West Khasi Hills,4.7578125,11.724642573771616,2.4642926920242476,11.724642573771616,0.0,MODERATE,NO ALERT,20260320,06
Mizoram,Aizawl,9.750000109896064,5.47242582513181,0.5612744372769188,5.47242582513181,0.0,NO ALERT,NO ALERT,20260320,06
Mizoram,Champhai,6.359375,4.216533580116213,0.6630421354482497,4.216533580116213,0.0,NO ALERT,NO ALERT,20260320,06
Mizoram,Kolasib,13.75,6.8958262189712425,0.5015146341069995,6.8958262189712425,0.0,NO ALERT,NO ALERT,20260320,06
Mizoram,Lawngtlai,2.78125,7.065783722627245,2.540506507012043,7.065783722627245,0.0,NO ALERT,NO ALERT,20260320,06
Mizoram,Lunglei,4.020833296701312,6.794032235276889,1.6897075143231397,6.794032235276889,0.0,NO ALERT,NO ALERT,20260320,06
Mizoram,Mamit,11.916666865348816,6.510763561269736,0.5463577722560727,6.510763561269736,0.0,NO ALERT,NO ALERT,20260320,06
Mizoram,Saiha,2.40625,7.0117459620004645,2.913972347844349,7.011745962000465,0.0,NO ALERT,NO ALERT,20260320,06
Mizoram,Serchhip,5.65625,6.423519842530767,1.1356499169115168,6.423519842530768,0.0,NO ALERT,NO ALERT,20260320,06
Nagaland,Dimapur,5.125,4.869201882714278,0.9500881722369323,4.869201882714278,0.0,NO ALERT,NO ALERT,20260320,06
Nagaland,Kohima,4.612499877810478,4.805533740393919,1.0418501610183397,4.805533740393919,0.0,NO ALERT,NO ALERT,20260320,06
Nagaland,Mokokchung,4.0,5.59174642040305,1.3979366051007625,5.59174642040305,0.0,NO ALERT,NO ALERT,20260320,06
Nagaland,Mon,3.75,5.343463035091146,1.4249234760243055,5.343463035091146,0.0,NO ALERT,NO ALERT,20260320,06
Nagaland,Phek,4.9375,5.022139972210202,1.017142272852699,5.022139972210201,0.0,NO ALERT,NO ALERT,20260320,06
Nagaland,Tuensang,3.312500045634806,5.490893061231611,1.6576280711203246,5.490893061231611,0.0,NO ALERT,NO ALERT,20260320,06
Nagaland,Wokha,4.125000074505806,5.90203065076103,1.4307952834323574,5.90203065076103,0.0,NO ALERT,NO ALERT,20260320,06
Nagaland,Zunheboto,4.71875,5.744828931232021,1.2174471907246667,5.74482893123202,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Angul,2.3402777686715126,4.19130342960403,1.7909427187283307,4.19130342960403,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Baleshwar,12.199999630451202,4.5542153585283724,0.37329635217045826,4.5542153585283724,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Baragarh,2.7109375,3.768559723148403,1.3901315405273649,3.768559723148403,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Bhadrak,6.5,3.948181113947744,0.6074124790688837,3.9481811139477445,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Bolangir,2.1527777183800936,3.41241129127358,1.5851201274237112,3.4124112912735804,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Boudh,2.484375,3.2352757237239245,1.3022493479140325,3.2352757237239245,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Cuttack,4.598214238882065,3.9884514260781954,0.8673913869328287,3.9884514260781954,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Deogarh,4.562499970197678,4.559815881785736,0.9994117066455948,4.559815881785736,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Dhenkanal,5.114583353511989,4.285560260260622,0.8379099457471725,4.285560260260622,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Gajapati,0.328125,3.8073797876857323,3.0,0.984375,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Ganjam,1.0572916371747851,3.685422296483563,3.0,3.1718749115243554,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Jagatsinghpur,3.09375,3.5297197348961276,1.1409195102694554,3.5297197348961276,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Jajpur,7.13749994058162,4.709031954223979,0.6597592985535283,4.709031954223979,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Jharsuguda,1.375,4.218104606795393,3.0,4.125,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Kalahandi,1.84090905636549,3.8835408444830666,2.109577782267174,3.883540844483066,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Kandhamal,2.159090932458639,4.150916385732285,1.9225296736369868,4.150916385732285,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Kendrapara,2.703125,4.380998551651631,1.6207162272006033,4.380998551651631,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Keonjhar,5.838541686534882,5.199206198362387,0.8904974011495097,5.199206198362387,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Khordha,3.5624999180436134,3.6986495768778944,1.0382174489730371,3.6986495768778944,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Koraput,2.999999914318323,4.866940440552989,1.622313526518511,4.866940440552989,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Malkangiri,3.15625,4.866759299338884,1.5419435403845971,4.866759299338884,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Mayurbhanj,6.48161775059998,5.344965540421383,0.8246344888090044,5.344965540421383,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Nabarangpur,5.34375,4.306568187715052,0.805907497116267,4.306568187715052,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Nayagarh,2.4270832743495703,4.029020011146047,1.6600254526601592,4.029020011146047,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Nuapada,3.65625,3.364903092782383,0.9203153758037287,3.364903092782383,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Puri,1.9250000268220901,3.2271911927526946,1.6764629339150414,3.2271911927526946,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Rayagada,0.8000000193715096,3.7963787301844114,3.0,2.4000000581145287,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Sambalpur,2.7784091383218765,4.381324774717186,1.5769185014138882,4.381324774717186,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Sonepur,2.546875,3.712269631875296,1.4575782603682144,3.712269631875296,0.0,NO ALERT,NO ALERT,20260320,06
Orissa,Sundargarh,2.8124999552965164,5.1898039106683935,1.8452636420117712,5.1898039106683935,0.0,NO ALERT,NO ALERT,20260320,06
Puducherry,Karaikal,0.0,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Puducherry,Mahe,0.0,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Puducherry,Puducherry,0.0,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Puducherry,Yanam,0.0,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,20260320,06
Punjab,Amritsar,0.9374999739229679,2.441174421889558,2.603919455778186,2.441174421889558,0.0,NO ALERT,NO ALERT,20260320,06
Punjab,Bathinda,6.776785765774548,1.3657935939452186,0.3,2.0330357297323642,0.0,NO ALERT,NO ALERT,20260320,06
Punjab,Faridkot,0.29166667722165585,1.4382046507509876,3.0,0.8750000316649675,0.0,NO ALERT,NO ALERT,20260320,06
Punjab,Fatehgarh Sahib,0.3125,1.2391712528181402,3.0,0.9375,0.0,NO ALERT,NO ALERT,20260320,06
Punjab,Firozpur,0.2734375,1.35712053941129,3.0,0.8203125,0.0,NO ALERT,NO ALERT,20260320,06
Punjab,Gurdaspur,0.90625,3.380333759281869,3.0,2.71875,0.0,NO ALERT,NO ALERT,20260320,06
Punjab,Hoshiarpur,3.049999904818833,4.17049043620286,1.3673739561806915,4.17049043620286,0.0,NO ALERT,NO ALERT,20260320,06
Punjab,Jalandhar,2.3125,2.067796830894196,0.8941824133596523,2.067796830894196,0.0,NO ALERT,NO ALERT,20260320,06
Punjab,Kapurthala,1.875,2.597376575426424,1.3852675068940927,2.597376575426424,0.0,NO ALERT,NO ALERT,20260320,06
Punjab,Ludhiana,1.53750004991889,2.419605985398162,1.57372741908256,2.419605985398162,0.0,NO ALERT,NO ALERT,20260320,06
Punjab,Mansa,6.125,1.470220573542461,0.3,1.8375,0.0,NO ALERT,NO ALERT,20260320,06
Punjab,Moga,1.65625,2.407558174502768,1.4536200298884638,2.407558174502768,0.0,NO ALERT,NO ALERT,20260320,06
Punjab,Muktsar,0.12500000186264515,1.2544456933459192,3.0,0.37500000558793545,0.0,NO ALERT,NO ALERT,20260320,06
Punjab,Nawan Shehar,1.15625,3.1005653173241714,2.6815700041722565,3.100565317324172,0.0,NO ALERT,NO ALERT,20260320,06
Punjab,Patiala,1.34375,2.0329765472680195,1.512912779362247,2.0329765472680195,0.0,NO ALERT,NO ALERT,20260320,06
Punjab,Rupnagar,0.5625,4.956479844573426,3.0,1.6875,0.0,NO ALERT,NO ALERT,20260320,06
